duplicate_group,n,n_classes,n_splits,classes,splits
2857,1,1,1,Pneumonia,train_source
2858,1,1,1,Pneumonia,train_source
2859,1,1,1,Pneumonia,train_source
2860,1,1,1,Pneumonia,train_source
2861,2,1,1,Pneumonia,train_source
2862,1,1,1,Pneumonia,train_source
2863,1,1,1,Pneumonia,train_source
2864,1,1,1,Pneumonia,train_source
2865,1,1,1,Pneumonia,train_source
2866,1,1,1,Pneumonia,train_source
2867,1,1,1,Pneumonia,train_source
2868,1,1,1,Pneumonia,train_source
2869,1,1,1,Pneumonia,train_source
2870,1,1,1,Pneumonia,train_source
2871,1,1,1,Pneumonia,train_source
2872,1,1,1,Pneumonia,train_source
2873,1,1,1,Pneumonia,train_source
2874,1,1,1,Pneumonia,train_source
2875,1,1,1,Pneumonia,train_source
2876,1,1,1,Pneumonia,train_source
2877,1,1,1,Pneumonia,train_source
2878,1,1,1,Pneumonia,train_source
2879,1,1,1,Pneumonia,train_source
2880,1,1,1,Pneumonia,train_source
2881,1,1,1,Pneumonia,train_source
2882,1,1,1,Pneumonia,train_source
2883,1,1,1,Pneumonia,train_source
2884,1,1,1,Pneumonia,train_source
2885,1,1,1,Pneumonia,train_source
2886,1,1,1,Pneumonia,train_source
2887,1,1,1,Pneumonia,train_source
2888,1,1,1,Pneumonia,train_source
2889,1,1,1,Pneumonia,train_source
2890,1,1,1,Pneumonia,train_source
2891,1,1,1,Pneumonia,train_source
2892,1,1,1,Pneumonia,train_source
2893,1,1,1,Pneumonia,train_source
2894,1,1,1,Pneumonia,train_source
2895,1,1,1,Pneumonia,train_source
2896,1,1,1,Pneumonia,train_source
2897,1,1,1,Pneumonia,train_source
2898,1,1,1,Pneumonia,train_source
2899,1,1,1,Pneumonia,train_source
2900,1,1,1,Pneumonia,train_source
2901,1,1,1,Pneumonia,train_source
2902,1,1,1,Pneumonia,train_source
2903,1,1,1,Pneumonia,train_source
2904,1,1,1,Pneumonia,train_source
2905,1,1,1,Pneumonia,train_source
2906,1,1,1,Pneumonia,train_source
2907,1,1,1,Pneumonia,train_source
2908,1,1,1,Pneumonia,train_source
2909,1,1,1,Pneumonia,train_source
2910,1,1,1,Pneumonia,train_source
2911,1,1,1,Pneumonia,train_source
2912,1,1,1,Pneumonia,train_source
2913,1,1,1,Pneumonia,train_source
2914,1,1,1,Pneumonia,train_source
2915,1,1,1,Pneumonia,train_source
2916,1,1,1,Pneumonia,train_source
2917,1,1,1,Pneumonia,train_source
2918,1,1,1,Pneumonia,train_source
2919,1,1,1,Pneumonia,train_source
2920,1,1,1,Pneumonia,train_source
2921,1,1,1,Pneumonia,train_source
2922,1,1,1,Pneumonia,train_source
2923,1,1,1,Pneumonia,train_source
2924,1,1,1,Pneumonia,train_source
2925,1,1,1,Pneumonia,train_source
2926,1,1,1,Pneumonia,train_source
2927,1,1,1,Pneumonia,train_source
2928,1,1,1,Pneumonia,train_source
2929,1,1,1,Pneumonia,train_source
2930,1,1,1,Pneumonia,train_source
2931,1,1,1,Pneumonia,train_source
2932,1,1,1,Pneumonia,train_source
2933,1,1,1,Pneumonia,train_source
2934,1,1,1,Pneumonia,train_source
2935,1,1,1,Pneumonia,train_source
2936,1,1,1,Pneumonia,train_source
2937,1,1,1,Pneumonia,train_source
2938,1,1,1,Pneumonia,train_source
2939,1,1,1,Pneumonia,train_source
2940,1,1,1,Pneumonia,train_source
2941,1,1,1,Pneumonia,train_source
2942,1,1,1,Pneumonia,train_source
2943,1,1,1,Pneumonia,train_source
2944,1,1,1,Pneumonia,train_source
2945,1,1,1,Pneumonia,train_source
2946,1,1,1,Pneumonia,train_source
2947,1,1,1,Pneumonia,train_source
2948,1,1,1,Pneumonia,train_source
2949,1,1,1,Pneumonia,train_source
2950,1,1,1,Pneumonia,train_source
2951,1,1,1,Pneumonia,train_source
2952,1,1,1,Pneumonia,train_source
2953,1,1,1,Pneumonia,train_source
2954,1,1,1,Pneumonia,train_source
2955,1,1,1,Pneumonia,train_source
2956,1,1,1,Pneumonia,train_source
2957,1,1,1,Pneumonia,train_source
2958,1,1,1,Pneumonia,train_source
2959,1,1,1,Pneumonia,train_source
2960,1,1,1,Pneumonia,train_source
2961,1,1,1,Pneumonia,train_source
2962,1,1,1,Pneumonia,train_source
2963,1,1,1,Pneumonia,train_source
2964,1,1,1,Pneumonia,train_source
2965,1,1,1,Pneumonia,train_source
2966,1,1,1,Pneumonia,train_source
2967,1,1,1,Pneumonia,train_source
2968,1,1,1,Pneumonia,train_source
2969,1,1,1,Pneumonia,train_source
2970,1,1,1,Pneumonia,train_source
2971,1,1,1,Pneumonia,train_source
2972,1,1,1,Pneumonia,train_source
2973,1,1,1,Pneumonia,train_source
2974,1,1,1,Pneumonia,train_source
2975,1,1,1,Pneumonia,train_source
2976,1,1,1,Pneumonia,train_source
2977,1,1,1,Pneumonia,train_source
2978,1,1,1,Pneumonia,train_source
2979,1,1,1,Pneumonia,train_source
2980,1,1,1,Pneumonia,train_source
2981,1,1,1,Pneumonia,train_source
2982,1,1,1,Pneumonia,train_source
2983,1,1,1,Pneumonia,train_source
2984,1,1,1,Pneumonia,train_source
2985,1,1,1,Pneumonia,train_source
2986,1,1,1,Pneumonia,train_source
2987,1,1,1,Pneumonia,train_source
2988,1,1,1,Pneumonia,train_source
2989,1,1,1,Pneumonia,train_source
2990,1,1,1,Pneumonia,train_source
2991,1,1,1,Pneumonia,train_source
2992,1,1,1,Pneumonia,train_source
2993,1,1,1,Pneumonia,train_source
2994,1,1,1,Pneumonia,train_source
2995,1,1,1,Pneumonia,train_source
2996,1,1,1,Pneumonia,train_source
2997,1,1,1,Pneumonia,train_source
2998,1,1,1,Pneumonia,train_source
2999,1,1,1,Pneumonia,train_source
3000,1,1,1,Pneumonia,train_source
3001,1,1,1,Pneumonia,train_source
3002,1,1,1,Pneumonia,train_source
3003,1,1,1,Pneumonia,train_source
3004,1,1,1,Pneumonia,train_source
3005,1,1,1,Pneumonia,train_source
3006,1,1,1,Pneumonia,train_source
3007,1,1,1,Pneumonia,train_source
3008,1,1,1,Pneumonia,train_source
3009,1,1,1,Pneumonia,train_source
3010,1,1,1,Pneumonia,train_source
3011,1,1,1,Pneumonia,train_source
3012,1,1,1,Pneumonia,train_source
3013,1,1,1,Pneumonia,train_source
3014,1,1,1,Pneumonia,train_source
3015,1,1,1,Pneumonia,train_source
3016,1,1,1,Pneumonia,train_source
3017,2,1,1,Pneumonia,train_source
3018,1,1,1,Pneumonia,train_source
3019,3,2,1,Normal|Pneumonia,train_source
3020,1,1,1,Pneumonia,train_source
3021,1,1,1,Pneumonia,train_source
3022,1,1,1,Pneumonia,train_source
3023,1,1,1,Pneumonia,train_source
3024,1,1,1,Pneumonia,train_source
3025,1,1,1,Pneumonia,train_source
3026,1,1,1,Pneumonia,train_source
3027,1,1,1,Pneumonia,train_source
3028,1,1,1,Pneumonia,train_source
3029,1,1,1,Pneumonia,train_source
3030,1,1,1,Pneumonia,train_source
3031,1,1,1,Pneumonia,train_source
3032,1,1,1,Pneumonia,train_source
3033,1,1,1,Pneumonia,train_source
3034,1,1,1,Pneumonia,train_source
3035,1,1,1,Pneumonia,train_source
3036,1,1,1,Pneumonia,train_source
3037,1,1,1,Pneumonia,train_source
3038,1,1,1,Pneumonia,train_source
3039,1,1,1,Pneumonia,train_source
3040,1,1,1,Pneumonia,train_source
3041,1,1,1,Pneumonia,train_source
3042,1,1,1,Pneumonia,train_source
3043,1,1,1,Pneumonia,train_source
3044,1,1,1,Pneumonia,train_source
3045,1,1,1,Pneumonia,train_source
3046,1,1,1,Pneumonia,train_source
3047,1,1,1,Pneumonia,train_source
3048,1,1,1,Pneumonia,train_source
3049,1,1,1,Pneumonia,train_source
3050,1,1,1,Pneumonia,train_source
3051,1,1,1,Pneumonia,train_source
3052,1,1,1,Pneumonia,train_source
3053,2,1,1,Pneumonia,train_source
3054,2,1,1,Pneumonia,train_source
3055,1,1,1,Pneumonia,train_source
3056,1,1,1,Pneumonia,train_source
3057,1,1,1,Pneumonia,train_source
3058,1,1,1,Pneumonia,train_source
3059,1,1,1,Pneumonia,train_source
3060,1,1,1,Pneumonia,train_source
3061,3,1,1,Pneumonia,train_source
3062,1,1,1,Pneumonia,train_source
3063,1,1,1,Pneumonia,train_source
3064,1,1,1,Pneumonia,train_source
3065,1,1,1,Pneumonia,train_source
3066,1,1,1,Pneumonia,train_source
3067,1,1,1,Pneumonia,train_source
3068,1,1,1,Pneumonia,train_source
3069,1,1,1,Pneumonia,train_source
3070,1,1,1,Pneumonia,train_source
3071,1,1,1,Pneumonia,train_source
3072,1,1,1,Pneumonia,train_source
3073,1,1,1,Pneumonia,train_source
3074,1,1,1,Pneumonia,train_source
3075,1,1,1,Pneumonia,train_source
3076,1,1,1,Pneumonia,train_source
3077,1,1,1,Pneumonia,train_source
3078,1,1,1,Pneumonia,train_source
3079,1,1,1,Pneumonia,train_source
3080,1,1,1,Pneumonia,train_source
3081,1,1,1,Pneumonia,train_source
3082,1,1,1,Pneumonia,train_source
3083,1,1,1,Pneumonia,train_source
3084,1,1,1,Pneumonia,train_source
3085,1,1,1,Pneumonia,train_source
3086,1,1,1,Pneumonia,train_source
3087,1,1,1,Pneumonia,train_source
3088,1,1,1,Pneumonia,train_source
3089,1,1,1,Pneumonia,train_source
3090,1,1,1,Pneumonia,train_source
3091,1,1,1,Pneumonia,train_source
3092,1,1,1,Pneumonia,train_source
3093,1,1,1,Pneumonia,train_source
3094,1,1,1,Pneumonia,train_source
3095,1,1,1,Pneumonia,train_source
3096,1,1,1,Pneumonia,train_source
3097,1,1,1,Pneumonia,train_source
3098,1,1,1,Pneumonia,train_source
3099,1,1,1,Pneumonia,train_source
3100,1,1,1,Pneumonia,train_source
3101,1,1,1,Pneumonia,train_source
3102,1,1,1,Pneumonia,train_source
3103,1,1,1,Pneumonia,train_source
3104,1,1,1,Pneumonia,train_source
3105,1,1,1,Pneumonia,train_source
3106,1,1,1,Pneumonia,train_source
3107,1,1,1,Pneumonia,train_source
3108,1,1,1,Pneumonia,train_source
3109,1,1,1,Pneumonia,train_source
3110,1,1,1,Pneumonia,train_source
3111,1,1,1,Pneumonia,train_source
3112,1,1,1,Pneumonia,train_source
3113,1,1,1,Pneumonia,train_source
3114,1,1,1,Pneumonia,train_source
3115,1,1,1,Pneumonia,train_source
3116,1,1,1,Pneumonia,train_source
3117,1,1,1,Pneumonia,train_source
3118,1,1,1,Pneumonia,train_source
3119,1,1,1,Pneumonia,train_source
3120,1,1,1,Pneumonia,train_source
3121,1,1,1,Pneumonia,train_source
3122,1,1,1,Pneumonia,train_source
3123,1,1,1,Pneumonia,train_source
3124,1,1,1,Pneumonia,train_source
3125,1,1,1,Pneumonia,train_source
3126,1,1,1,Pneumonia,train_source
3127,1,1,1,Pneumonia,train_source
3128,1,1,1,Pneumonia,train_source
3129,1,1,1,Pneumonia,train_source
3130,1,1,1,Pneumonia,train_source
3131,1,1,1,Pneumonia,train_source
3132,1,1,1,Pneumonia,train_source
3133,1,1,1,Pneumonia,train_source
3134,1,1,1,Pneumonia,train_source
3135,1,1,1,Pneumonia,train_source
3136,1,1,1,Pneumonia,train_source
3137,1,1,1,Pneumonia,train_source
3138,1,1,1,Pneumonia,train_source
3139,1,1,1,Pneumonia,train_source
3140,1,1,1,Pneumonia,train_source
3141,1,1,1,Pneumonia,train_source
3142,1,1,1,Pneumonia,train_source
3143,1,1,1,Pneumonia,train_source
3144,1,1,1,Pneumonia,train_source
3145,1,1,1,Pneumonia,train_source
3146,1,1,1,Pneumonia,train_source
3147,1,1,1,Pneumonia,train_source
3148,1,1,1,Pneumonia,train_source
3149,1,1,1,Pneumonia,train_source
3150,1,1,1,Pneumonia,train_source
3151,1,1,1,Pneumonia,train_source
3152,1,1,1,Pneumonia,train_source
3153,1,1,1,Pneumonia,train_source
3154,1,1,1,Pneumonia,train_source
3155,2,1,1,Pneumonia,train_source
3156,1,1,1,Pneumonia,train_source
3157,1,1,1,Pneumonia,train_source
3158,1,1,1,Pneumonia,train_source
3159,1,1,1,Pneumonia,train_source
3160,1,1,1,Pneumonia,train_source
3161,1,1,1,Pneumonia,train_source
3162,1,1,1,Pneumonia,train_source
3163,1,1,1,Pneumonia,train_source
3164,1,1,1,Pneumonia,train_source
3165,2,1,1,Pneumonia,train_source
3166,1,1,1,Pneumonia,train_source
3167,1,1,1,Pneumonia,train_source
3168,1,1,1,Pneumonia,train_source
3169,1,1,1,Pneumonia,train_source
3170,1,1,1,Pneumonia,train_source
3171,1,1,1,Pneumonia,train_source
3172,1,1,1,Pneumonia,train_source
3173,1,1,1,Pneumonia,train_source
3174,1,1,1,Pneumonia,train_source
3175,1,1,1,Pneumonia,train_source
3176,1,1,1,Pneumonia,train_source
3177,1,1,1,Pneumonia,train_source
3178,1,1,1,Pneumonia,train_source
3179,1,1,1,Pneumonia,train_source
3180,1,1,1,Pneumonia,train_source
3181,1,1,1,Pneumonia,train_source
3182,1,1,1,Pneumonia,train_source
3183,1,1,1,Pneumonia,train_source
3184,1,1,1,Pneumonia,train_source
3185,1,1,1,Pneumonia,train_source
3186,1,1,1,Pneumonia,train_source
3187,1,1,1,Pneumonia,train_source
3188,1,1,1,Pneumonia,train_source
3189,1,1,1,Pneumonia,train_source
3190,1,1,1,Pneumonia,train_source
3191,1,1,1,Pneumonia,train_source
3192,1,1,1,Pneumonia,train_source
3193,1,1,1,Pneumonia,train_source
3194,1,1,1,Pneumonia,train_source
3195,1,1,1,Pneumonia,train_source
3196,1,1,1,Pneumonia,train_source
3197,1,1,1,Pneumonia,train_source
3198,1,1,1,Pneumonia,train_source
3199,1,1,1,Pneumonia,train_source
3200,1,1,1,Pneumonia,train_source
3201,1,1,1,Pneumonia,train_source
3202,1,1,1,Pneumonia,train_source
3203,1,1,1,Pneumonia,train_source
3204,1,1,1,Pneumonia,train_source
3205,1,1,1,Pneumonia,train_source
3206,1,1,1,Pneumonia,train_source
3207,1,1,1,Pneumonia,train_source
3208,1,1,1,Pneumonia,train_source
3209,1,1,1,Pneumonia,train_source
3210,1,1,1,Pneumonia,train_source
3211,1,1,1,Pneumonia,train_source
3212,1,1,1,Pneumonia,train_source
3213,1,1,1,Pneumonia,train_source
3214,1,1,1,Pneumonia,train_source
3215,1,1,1,Pneumonia,train_source
3216,1,1,1,Pneumonia,train_source
3217,1,1,1,Pneumonia,train_source
3218,1,1,1,Pneumonia,train_source
3219,1,1,1,Pneumonia,train_source
3220,1,1,1,Pneumonia,train_source
3221,2,1,1,Pneumonia,train_source
3222,1,1,1,Pneumonia,train_source
3223,1,1,1,Pneumonia,train_source
3224,1,1,1,Pneumonia,train_source
3225,1,1,1,Pneumonia,train_source
3226,1,1,1,Pneumonia,train_source
3227,1,1,1,Pneumonia,train_source
3228,1,1,1,Pneumonia,train_source
3229,1,1,1,Pneumonia,train_source
3230,1,1,1,Pneumonia,train_source
3231,1,1,1,Pneumonia,train_source
3232,1,1,1,Pneumonia,train_source
3233,1,1,1,Pneumonia,train_source
3234,1,1,1,Pneumonia,train_source
3235,1,1,1,Pneumonia,train_source
3236,1,1,1,Pneumonia,train_source
3237,1,1,1,Pneumonia,train_source
3238,1,1,1,Pneumonia,train_source
3239,1,1,1,Pneumonia,train_source
3240,1,1,1,Pneumonia,train_source
3241,1,1,1,Pneumonia,train_source
3242,1,1,1,Pneumonia,train_source
3243,1,1,1,Pneumonia,train_source
3244,1,1,1,Pneumonia,train_source
3245,1,1,1,Pneumonia,train_source
3246,1,1,1,Pneumonia,train_source
3247,1,1,1,Pneumonia,train_source
3248,1,1,1,Pneumonia,train_source
3249,1,1,1,Pneumonia,train_source
3250,1,1,1,Pneumonia,train_source
3251,1,1,1,Pneumonia,train_source
3252,1,1,1,Pneumonia,train_source
3253,1,1,1,Pneumonia,train_source
3254,1,1,1,Pneumonia,train_source
3255,1,1,1,Pneumonia,train_source
3256,1,1,1,Pneumonia,train_source
3257,1,1,1,Pneumonia,train_source
3258,1,1,1,Pneumonia,train_source
3259,1,1,1,Pneumonia,train_source
3260,1,1,1,Pneumonia,train_source
3261,1,1,1,Pneumonia,train_source
3262,1,1,1,Pneumonia,train_source
3263,1,1,1,Pneumonia,train_source
3264,1,1,1,Pneumonia,train_source
3265,1,1,1,Pneumonia,train_source
3266,1,1,1,Pneumonia,train_source
3267,1,1,1,Pneumonia,train_source
3268,1,1,1,Pneumonia,train_source
3269,1,1,1,Pneumonia,train_source
3270,1,1,1,Pneumonia,train_source
3271,1,1,1,Pneumonia,train_source
3272,1,1,1,Pneumonia,train_source
3273,1,1,1,Pneumonia,train_source
3274,1,1,1,Pneumonia,train_source
3275,1,1,1,Pneumonia,train_source
3276,1,1,1,Pneumonia,train_source
3277,1,1,1,Pneumonia,train_source
3278,1,1,1,Pneumonia,train_source
3279,1,1,1,Pneumonia,train_source
3280,1,1,1,Pneumonia,train_source
3281,1,1,1,Pneumonia,train_source
3282,1,1,1,Pneumonia,train_source
3283,1,1,1,Pneumonia,train_source
3284,1,1,1,Pneumonia,train_source
3285,1,1,1,Pneumonia,train_source
3286,1,1,1,Pneumonia,train_source
3287,1,1,1,Pneumonia,train_source
3288,1,1,1,Pneumonia,train_source
3289,1,1,1,Pneumonia,train_source
3290,1,1,1,Pneumonia,train_source
3291,1,1,1,Pneumonia,train_source
3292,1,1,1,Pneumonia,train_source
3293,1,1,1,Pneumonia,train_source
3294,1,1,1,Pneumonia,train_source
3295,1,1,1,Pneumonia,train_source
3296,1,1,1,Pneumonia,train_source
3297,1,1,1,Pneumonia,train_source
3298,1,1,1,Pneumonia,train_source
3299,1,1,1,Pneumonia,train_source
3300,1,1,1,Pneumonia,train_source
3301,1,1,1,Pneumonia,train_source
3302,1,1,1,Pneumonia,train_source
3303,1,1,1,Pneumonia,train_source
3304,1,1,1,Pneumonia,train_source
3305,1,1,1,Pneumonia,train_source
3306,1,1,1,Pneumonia,train_source
3307,1,1,1,Pneumonia,train_source
3308,1,1,1,Pneumonia,train_source
3309,1,1,1,Pneumonia,train_source
3310,1,1,1,Pneumonia,train_source
3311,1,1,1,Pneumonia,train_source
3312,1,1,1,Pneumonia,train_source
3313,1,1,1,Pneumonia,train_source
3314,1,1,1,Pneumonia,train_source
3315,1,1,1,Pneumonia,train_source
3316,1,1,1,Pneumonia,train_source
3317,1,1,1,Pneumonia,train_source
3318,1,1,1,Pneumonia,train_source
3319,1,1,1,Pneumonia,train_source
3320,1,1,1,Pneumonia,train_source
3321,1,1,1,Pneumonia,train_source
3322,1,1,1,Pneumonia,train_source
3323,1,1,1,Pneumonia,train_source
3324,1,1,1,Pneumonia,train_source
3325,1,1,1,Pneumonia,train_source
3326,1,1,1,Pneumonia,train_source
3327,1,1,1,Pneumonia,train_source
3328,1,1,1,Pneumonia,train_source
3329,1,1,1,Pneumonia,train_source
3330,1,1,1,Pneumonia,train_source
3331,1,1,1,Pneumonia,train_source
3332,1,1,1,Pneumonia,train_source
3333,1,1,1,Pneumonia,train_source
3334,1,1,1,Pneumonia,train_source
3335,1,1,1,Pneumonia,train_source
3336,1,1,1,Pneumonia,train_source
3337,1,1,1,Pneumonia,train_source
3338,1,1,1,Pneumonia,train_source
3339,1,1,1,Pneumonia,train_source
3340,1,1,1,Pneumonia,train_source
3341,1,1,1,Pneumonia,train_source
3342,1,1,1,Pneumonia,train_source
3343,1,1,1,Pneumonia,train_source
3344,1,1,1,Pneumonia,train_source
3345,1,1,1,Pneumonia,train_source
3346,1,1,1,Pneumonia,train_source
3347,1,1,1,Pneumonia,train_source
3348,1,1,1,Pneumonia,train_source
3349,1,1,1,Pneumonia,train_source
3350,1,1,1,Pneumonia,train_source
3351,1,1,1,Pneumonia,train_source
3352,1,1,1,Pneumonia,train_source
3353,2,1,1,Pneumonia,train_source
3354,1,1,1,Pneumonia,train_source
3355,1,1,1,Pneumonia,train_source
3356,1,1,1,Pneumonia,train_source
3357,1,1,1,Pneumonia,train_source
3358,1,1,1,Pneumonia,train_source
3359,1,1,1,Pneumonia,train_source
3360,1,1,1,Pneumonia,train_source
3361,1,1,1,Pneumonia,train_source
3362,1,1,1,Pneumonia,train_source
3363,1,1,1,Pneumonia,train_source
3364,1,1,1,Pneumonia,train_source
3365,1,1,1,Pneumonia,train_source
3366,1,1,1,Pneumonia,train_source
3367,1,1,1,Pneumonia,train_source
3368,1,1,1,Pneumonia,train_source
3369,1,1,1,Pneumonia,train_source
3370,1,1,1,Pneumonia,train_source
3371,1,1,1,Pneumonia,train_source
3372,1,1,1,Pneumonia,train_source
3373,1,1,1,Pneumonia,train_source
3374,1,1,1,Pneumonia,train_source
3375,1,1,1,Pneumonia,train_source
3376,1,1,1,Pneumonia,train_source
3377,1,1,1,Pneumonia,train_source
3378,1,1,1,Pneumonia,train_source
3379,1,1,1,Pneumonia,train_source
3380,1,1,1,Pneumonia,train_source
3381,1,1,1,Pneumonia,train_source
3382,1,1,1,Pneumonia,train_source
3383,1,1,1,Pneumonia,train_source
3384,1,1,1,Pneumonia,train_source
3385,1,1,1,Pneumonia,train_source
3386,1,1,1,Pneumonia,train_source
3387,1,1,1,Pneumonia,train_source
3388,1,1,1,Pneumonia,train_source
3389,1,1,1,Pneumonia,train_source
3390,1,1,1,Pneumonia,train_source
3391,1,1,1,Pneumonia,train_source
3392,1,1,1,Pneumonia,train_source
3393,1,1,1,Pneumonia,train_source
3394,1,1,1,Pneumonia,train_source
3395,1,1,1,Pneumonia,train_source
3396,1,1,1,Pneumonia,train_source
3397,1,1,1,Pneumonia,train_source
3398,1,1,1,Pneumonia,train_source
3399,1,1,1,Pneumonia,train_source
3400,1,1,1,Pneumonia,train_source
3401,1,1,1,Pneumonia,train_source
3402,1,1,1,Pneumonia,train_source
3403,1,1,1,Pneumonia,train_source
3404,1,1,1,Pneumonia,train_source
3405,1,1,1,Pneumonia,train_source
3406,1,1,1,Pneumonia,train_source
3407,1,1,1,Pneumonia,train_source
3408,1,1,1,Pneumonia,train_source
3409,1,1,1,Pneumonia,train_source
3410,1,1,1,Pneumonia,train_source
3411,1,1,1,Pneumonia,train_source
3412,1,1,1,Pneumonia,train_source
3413,1,1,1,Pneumonia,train_source
3414,1,1,1,Pneumonia,train_source
3415,1,1,1,Pneumonia,train_source
3416,1,1,1,Pneumonia,train_source
3417,1,1,1,Pneumonia,train_source
3418,1,1,1,Pneumonia,train_source
3419,1,1,1,Pneumonia,train_source
3420,1,1,1,Pneumonia,train_source
3421,1,1,1,Pneumonia,train_source
3422,1,1,1,Pneumonia,train_source
3423,1,1,1,Pneumonia,train_source
3424,1,1,1,Pneumonia,train_source
3425,1,1,1,Pneumonia,train_source
3426,1,1,1,Pneumonia,train_source
3427,1,1,1,Pneumonia,train_source
3428,1,1,1,Pneumonia,train_source
3429,1,1,1,Pneumonia,train_source
3430,1,1,1,Pneumonia,train_source
3431,1,1,1,Pneumonia,train_source
3432,1,1,1,Pneumonia,train_source
3433,1,1,1,Pneumonia,train_source
3434,1,1,1,Pneumonia,train_source
3435,1,1,1,Pneumonia,train_source
3436,1,1,1,Pneumonia,train_source
3437,1,1,1,Pneumonia,train_source
3438,1,1,1,Pneumonia,train_source
3439,1,1,1,Pneumonia,train_source
3440,1,1,1,Pneumonia,train_source
3441,1,1,1,Pneumonia,train_source
3442,1,1,1,Pneumonia,train_source
3443,1,1,1,Pneumonia,train_source
3444,1,1,1,Pneumonia,train_source
3445,1,1,1,Pneumonia,train_source
3446,1,1,1,Pneumonia,train_source
3447,1,1,1,Pneumonia,train_source
3448,1,1,1,Pneumonia,train_source
3449,1,1,1,Pneumonia,train_source
3450,1,1,1,Pneumonia,train_source
3451,1,1,1,Pneumonia,train_source
3452,1,1,1,Pneumonia,train_source
3453,1,1,1,Pneumonia,train_source
3454,1,1,1,Pneumonia,train_source
3455,1,1,1,Pneumonia,train_source
3456,1,1,1,Pneumonia,train_source
3457,1,1,1,Pneumonia,train_source
3458,1,1,1,Pneumonia,train_source
3459,1,1,1,Pneumonia,train_source
3460,1,1,1,Pneumonia,train_source
3461,1,1,1,Pneumonia,train_source
3462,1,1,1,Pneumonia,train_source
3463,2,1,1,Pneumonia,train_source
3464,1,1,1,Pneumonia,train_source
3465,1,1,1,Pneumonia,train_source
3466,1,1,1,Pneumonia,train_source
3467,1,1,1,Pneumonia,train_source
3468,1,1,1,Pneumonia,train_source
3469,1,1,1,Pneumonia,train_source
3470,1,1,1,Pneumonia,train_source
3471,1,1,1,Pneumonia,train_source
3472,1,1,1,Pneumonia,train_source
3473,1,1,1,Pneumonia,train_source
3474,1,1,1,Pneumonia,train_source
3475,1,1,1,Pneumonia,train_source
3476,1,1,1,Pneumonia,train_source
3477,1,1,1,Pneumonia,train_source
3478,1,1,1,Pneumonia,train_source
3479,1,1,1,Pneumonia,train_source
3480,1,1,1,Pneumonia,train_source
3481,1,1,1,Pneumonia,train_source
3482,1,1,1,Pneumonia,train_source
3483,1,1,1,Pneumonia,train_source
3484,1,1,1,Pneumonia,train_source
3485,1,1,1,Pneumonia,train_source
3486,1,1,1,Pneumonia,train_source
3487,1,1,1,Pneumonia,train_source
3488,1,1,1,Pneumonia,train_source
3489,1,1,1,Pneumonia,train_source
3490,1,1,1,Pneumonia,train_source
3491,1,1,1,Pneumonia,train_source
3492,1,1,1,Pneumonia,train_source
3493,1,1,1,Pneumonia,train_source
3494,1,1,1,Pneumonia,train_source
3495,1,1,1,Pneumonia,train_source
3496,1,1,1,Pneumonia,train_source
3497,1,1,1,Pneumonia,train_source
3498,1,1,1,Pneumonia,train_source
3499,1,1,1,Pneumonia,train_source
3500,1,1,1,Pneumonia,train_source
3501,1,1,1,Pneumonia,train_source
3502,1,1,1,Pneumonia,train_source
3503,1,1,1,Pneumonia,train_source
3504,1,1,1,Pneumonia,train_source
3505,1,1,1,Pneumonia,train_source
3506,1,1,1,Pneumonia,train_source
3507,1,1,1,Pneumonia,train_source
3508,1,1,1,Pneumonia,train_source
3509,1,1,1,Pneumonia,train_source
3510,1,1,1,Pneumonia,train_source
3511,1,1,1,Pneumonia,train_source
3512,1,1,1,Pneumonia,train_source
3513,1,1,1,Pneumonia,train_source
3514,2,1,1,Pneumonia,train_source
3515,3,2,2,Normal|Pneumonia,test_source|train_source
3516,1,1,1,Pneumonia,train_source
3517,1,1,1,Pneumonia,train_source
3518,1,1,1,Pneumonia,train_source
3519,1,1,1,Pneumonia,train_source
3520,1,1,1,Pneumonia,train_source
3521,1,1,1,Pneumonia,train_source
3522,1,1,1,Pneumonia,train_source
3523,1,1,1,Pneumonia,train_source
3524,1,1,1,Pneumonia,train_source
3525,1,1,1,Pneumonia,train_source
3526,2,1,1,Pneumonia,train_source
3527,1,1,1,Pneumonia,train_source
3528,1,1,1,Pneumonia,train_source
3529,1,1,1,Pneumonia,train_source
3530,1,1,1,Pneumonia,train_source
3531,1,1,1,Pneumonia,train_source
3532,1,1,1,Pneumonia,train_source
3533,1,1,1,Pneumonia,train_source
3534,1,1,1,Pneumonia,train_source
3535,1,1,1,Pneumonia,train_source
3536,1,1,1,Pneumonia,train_source
3537,1,1,1,Pneumonia,train_source
3538,1,1,1,Pneumonia,train_source
3539,1,1,1,Pneumonia,train_source
3540,1,1,1,Pneumonia,train_source
3541,1,1,1,Pneumonia,train_source
3542,1,1,1,Pneumonia,train_source
3543,1,1,1,Pneumonia,train_source
3544,1,1,1,Pneumonia,train_source
3545,1,1,1,Pneumonia,train_source
3546,1,1,1,Pneumonia,train_source
3547,1,1,1,Pneumonia,train_source
3548,1,1,1,Pneumonia,train_source
3549,1,1,1,Pneumonia,train_source
3550,1,1,1,Pneumonia,train_source
3551,1,1,1,Pneumonia,train_source
3552,1,1,1,Pneumonia,train_source
3553,1,1,1,Pneumonia,train_source
3554,1,1,1,Pneumonia,train_source
